SKU,Category,UnitCost,StorePrice,CostChangePct,Competitor_BigBoxDepot,Competitor_ValueMart,Competitor_QuickShop,WeeklyUnitsSold,DaysSinceLastChange,ElectronicShelfLabel,RelabelCost,Relabel
SKU10878,Grocery,3.63,5.6,5.44,4.9,5.61,5.28,45,355,0,0.51,0
SKU10879,Household,9.5,15.54,-0.11,16.12,14.3,13.85,23,25,1,0.09,0
SKU10880,Household,4.79,6.05,-2.98,7.94,6.29,6.69,29,339,1,0.09,1
SKU10881,Apparel,8.72,13.75,0.97,11.94,11.19,11.14,49,155,0,2.46,0
SKU10882,PersonalCare,9.74,12.85,5.31,13.73,14.41,12.9,33,90,0,0.53,0
SKU10883,Apparel,30.33,40.84,1.65,48.92,38.97,37.74,76,9,0,2.26,0
SKU10884,Grocery,5.18,6.3,0.99,6.92,7.32,8.08,81,356,0,1.05,1
SKU10885,Grocery,3.17,3.87,1.23,5.03,3.94,4.55,98,325,0,1.23,1
SKU10886,Household,5.8,8.4,6.67,9.07,8.17,7.36,54,39,0,0.65,0
SKU10887,Household,8.09,11.69,-3.35,11.43,12.04,12.32,93,336,0,2.07,0
SKU10888,Apparel,22.13,29.33,2.82,35.36,31.9,31.45,51,240,1,0.08,1
SKU10889,Household,13.89,24.85,11.18,20.93,21.57,20.18,40,59,0,2.1,0
SKU10890,Household,7.85,13.69,1.73,11.64,11.7,12.57,30,329,1,0.09,1
SKU10891,Electronics,53.12,84.64,4.97,79.64,82.69,83.23,76,296,1,0.07,1
SKU10892,Household,4.12,5.41,-1.11,6.15,6.29,5.42,26,129,1,0.05,0
SKU10893,PersonalCare,5.56,7.9,-0.41,7.44,8.75,8.35,55,51,0,0.88,0
SKU10894,Apparel,26.64,41.3,2.01,39.21,37.83,41.84,132,103,1,0.06,0
SKU10895,Apparel,12.96,15.8,1.37,18.67,20.68,21.14,65,116,1,0.05,1
SKU10896,PersonalCare,7.27,9.98,-2.14,10.42,10.76,9.75,66,218,0,1.7,0
SKU10897,Apparel,20.67,27.74,4.93,31.3,31.28,30.39,66,205,0,1.53,0
SKU10898,Electronics,64.12,78.72,-0.15,91.22,94.95,80.12,61,62,0,0.57,0
SKU10899,Apparel,14.43,21.21,4.56,21.38,20.65,21.68,68,206,1,0.08,0
SKU10900,Electronics,34.48,59.56,1.37,52.92,53.55,45.86,50,18,1,0.06,1
SKU10901,PersonalCare,2.24,3.21,7.2,3.09,2.84,2.91,56,97,0,0.79,0
SKU10902,Household,4.68,7.83,1.09,6.78,6.21,7.05,129,122,0,2.16,0
SKU10903,Household,6.86,11.09,-1.65,9.32,8.59,8.75,30,238,1,0.06,1
SKU10904,Grocery,4.76,7.33,6.24,6.81,7.5,8.12,80,15,1,0.07,0
SKU10905,PersonalCare,6.49,9.45,-3.79,10.09,9.2,9.64,41,239,1,0.02,0
SKU10906,Grocery,5.77,8.01,0.25,8.74,8.92,8.94,48,123,0,2.22,0
SKU10907,PersonalCare,3.42,5.74,0.54,4.34,6.06,4.45,84,165,1,0.06,1
SKU10908,Household,3.55,4.87,5.84,4.81,5.64,5.01,51,230,1,0.04,0
SKU10909,PersonalCare,7.75,9.45,3.54,11.64,9.26,14.68,97,25,1,0.09,1
SKU10910,Grocery,7.68,12.09,2.42,9.04,10.23,10.23,38,194,1,0.02,1
SKU10911,Grocery,3.77,6.77,8.15,5.3,6.18,5.68,64,278,0,0.9,1
SKU10912,Apparel,10.79,17.65,2.17,14.36,15.84,17.32,96,175,1,0.03,1
SKU10913,Household,11.75,17.27,-3.6,17.03,19.26,18.72,78,281,0,2.01,0
SKU10914,Household,14.85,25.48,-2.88,18.12,26.61,23.61,70,49,0,0.42,0
SKU10915,Grocery,2.0,3.44,-4.03,2.82,2.74,2.89,19,240,0,0.76,0
SKU10916,Grocery,2.96,4.45,1.49,4.26,5.55,4.12,79,19,1,0.04,0
SKU10917,PersonalCare,9.31,13.2,1.29,11.7,13.61,12.05,70,131,0,2.31,0
SKU10918,Electronics,49.6,65.31,2.97,74.75,73.03,80.47,46,16,0,1.68,0
SKU10919,Apparel,9.66,15.82,2.49,14.39,15.51,15.5,36,262,0,1.83,0
SKU10920,Household,6.91,8.97,2.3,10.59,14.65,9.41,78,326,0,2.36,1
SKU10921,Household,5.31,7.2,8.33,7.07,7.88,7.06,77,121,0,1.04,0
SKU10922,PersonalCare,3.07,4.82,2.88,4.55,5.4,4.36,12,162,1,0.04,0
SKU10923,PersonalCare,6.82,10.72,-1.76,9.8,11.22,9.95,45,145,0,0.83,0
SKU10924,Electronics,24.84,44.6,-0.33,38.38,37.33,34.07,28,261,1,0.09,1
SKU10925,Apparel,13.09,16.48,-0.37,19.95,20.36,20.35,56,161,1,0.03,1
SKU10926,Grocery,2.27,3.58,1.26,3.15,3.09,3.06,40,350,0,1.78,0
SKU10927,Grocery,4.19,6.62,-4.27,6.12,6.03,6.17,63,295,0,1.49,1
SKU10928,Electronics,37.73,56.42,5.83,57.44,48.89,50.42,92,222,1,0.09,0
SKU10929,Household,7.0,10.89,-3.42,10.02,11.27,9.63,76,31,0,0.42,0
SKU10930,Grocery,1.72,2.75,3.5,2.65,2.29,2.33,100,54,1,0.03,1
SKU10931,Apparel,15.25,27.03,5.01,22.77,22.49,24.17,84,79,0,2.34,1
SKU10932,Grocery,2.82,4.07,4.33,4.16,3.57,3.5,60,84,0,1.97,1
SKU10933,PersonalCare,4.11,5.72,2.31,5.7,5.57,6.27,70,199,0,1.12,0
SKU10934,Grocery,4.13,5.58,1.8,5.61,5.17,6.21,57,319,0,0.89,0
SKU10935,Apparel,20.53,25.53,8.11,25.4,30.31,29.76,57,55,0,2.06,0
SKU10936,Household,16.61,27.74,4.65,20.59,22.69,24.03,22,74,1,0.04,1
SKU10937,Apparel,14.9,20.8,-3.67,19.38,21.63,22.4,30,28,0,2.37,0
SKU10938,Household,8.67,13.2,4.04,12.63,14.48,13.86,50,355,1,0.03,1
SKU10939,Household,5.13,8.2,-2.73,7.0,8.71,8.52,65,63,0,1.84,0
SKU10940,Electronics,32.51,45.43,4.84,45.86,40.65,37.76,43,154,0,0.73,0
SKU10941,PersonalCare,9.88,15.24,4.76,14.53,12.59,12.86,27,333,0,2.31,1
SKU10942,Apparel,11.21,16.63,11.97,13.42,17.59,17.17,86,208,1,0.09,1
SKU10943,Grocery,7.72,10.27,2.29,10.98,11.75,11.55,46,28,0,1.69,0
SKU10944,Grocery,1.98,2.67,0.9,3.35,3.07,2.9,97,217,0,2.48,1
SKU10945,Grocery,3.21,5.46,0.56,4.6,5.04,4.65,83,245,1,0.04,1
SKU10946,Household,7.25,11.09,4.14,9.82,11.98,10.78,92,321,0,2.13,0
SKU10947,Grocery,2.56,3.69,3.8,3.56,3.95,3.4,52,314,0,0.69,0
SKU10948,PersonalCare,5.17,6.51,3.64,6.8,8.02,7.88,114,169,0,2.15,1
SKU10949,Grocery,3.18,4.02,6.61,4.7,4.7,4.67,30,72,0,0.67,0
SKU10950,Household,8.55,12.09,3.83,14.58,11.39,12.84,43,138,0,0.54,1
SKU10951,Grocery,3.34,5.29,-4.16,5.66,5.04,4.47,34,177,0,0.77,0
SKU10952,Grocery,5.52,7.03,-0.1,6.88,8.67,8.71,22,59,0,2.37,0
SKU10953,Household,24.26,39.0,2.22,33.74,31.9,38.97,62,148,0,0.85,1
SKU10954,Household,11.09,13.55,3.61,17.04,19.76,14.92,29,128,0,2.47,0
SKU10955,Grocery,4.16,6.47,-2.9,5.77,6.83,6.67,61,112,1,0.05,0
SKU10956,Apparel,8.93,12.63,6.27,15.2,11.04,12.84,75,139,0,1.35,0
SKU10957,PersonalCare,4.67,5.72,0.26,6.24,7.14,7.06,63,187,1,0.08,1
SKU10958,Grocery,1.63,2.79,5.47,2.51,2.31,2.36,24,322,1,0.07,1
SKU10959,Grocery,4.33,6.05,5.19,6.11,7.51,6.4,39,97,1,0.08,1
SKU10960,Apparel,7.18,12.73,-0.82,9.77,11.81,9.78,77,169,1,0.06,1
SKU10961,Household,10.84,13.15,4.45,13.32,17.72,15.27,65,328,0,0.83,1
SKU10962,Grocery,2.49,4.15,6.5,3.65,3.77,3.45,69,24,0,0.48,0
SKU10963,Grocery,4.11,7.37,2.36,6.37,6.52,6.29,91,104,0,1.72,1
SKU10964,PersonalCare,7.57,11.19,4.4,11.55,12.43,10.48,34,187,1,0.03,1
SKU10965,Apparel,5.99,9.27,-2.88,9.23,7.75,7.67,27,347,0,0.66,1
SKU10966,Household,5.59,8.77,-2.95,8.21,8.38,7.39,71,292,1,0.05,0
SKU10967,Grocery,4.11,5.46,3.48,6.07,6.02,6.15,79,361,0,1.62,1
SKU10968,PersonalCare,7.44,12.26,-5.58,11.92,11.07,11.02,70,28,1,0.06,1
SKU10969,Household,11.46,19.37,-0.72,14.2,18.65,14.5,35,172,0,0.88,1
SKU10970,Grocery,3.0,5.21,1.38,4.74,4.25,4.24,35,254,0,1.93,1
SKU10971,Apparel,13.43,21.67,4.45,19.5,17.43,15.53,110,116,0,2.1,0
SKU10972,Apparel,31.25,40.16,7.29,40.7,40.74,47.31,52,171,0,0.85,0
SKU10973,Grocery,3.83,4.84,5.7,5.67,6.11,6.51,40,230,0,0.77,1
SKU10974,Electronics,65.15,93.07,-3.35,81.26,85.09,102.76,33,140,0,1.42,1
SKU10975,Household,7.11,11.34,0.43,10.89,10.0,10.94,48,13,1,0.06,1
SKU10976,PersonalCare,3.05,4.09,3.48,4.34,4.72,4.34,37,73,0,1.64,0
SKU10977,Grocery,4.32,6.94,0.14,5.82,5.85,5.32,42,318,1,0.07,1
SKU10978,Grocery,4.47,6.82,3.48,7.4,5.45,7.04,80,81,1,0.1,1
SKU10979,Electronics,68.79,106.48,-2.26,85.0,100.54,102.71,43,346,0,1.37,0
SKU10980,PersonalCare,4.0,6.26,-2.08,6.55,6.02,5.49,28,72,1,0.03,0
SKU10981,Electronics,32.74,56.05,12.45,51.02,42.33,35.84,67,242,1,0.08,1
SKU10982,Electronics,17.02,30.62,-0.05,22.32,26.56,21.58,62,327,0,0.51,1
SKU10983,Grocery,4.5,5.62,1.41,6.37,5.91,6.14,76,210,1,0.03,0
SKU10984,Grocery,5.05,8.72,6.23,6.62,6.21,7.23,44,157,1,0.04,1
SKU10985,Apparel,10.35,18.5,1.77,13.66,16.34,14.02,58,165,1,0.04,1
SKU10986,Grocery,2.87,3.89,7.25,5.04,4.33,3.88,71,364,0,0.62,1
SKU10987,PersonalCare,5.45,6.78,12.1,7.34,8.16,7.56,39,257,0,1.51,1
SKU10988,PersonalCare,12.27,16.22,2.97,17.92,15.6,18.67,56,139,1,0.03,1
SKU10989,Electronics,67.68,96.34,14.06,105.51,81.47,98.98,77,299,1,0.05,1
SKU10990,Grocery,5.85,9.22,0.21,8.24,8.4,7.79,65,117,1,0.03,1
SKU10991,PersonalCare,5.62,8.53,-7.74,7.69,7.82,7.69,60,80,0,1.43,0
SKU10992,Apparel,11.46,15.17,3.29,16.78,15.46,16.14,37,194,0,0.51,1
SKU10993,Apparel,22.98,28.67,4.2,33.19,33.68,34.78,24,211,1,0.03,1
SKU10994,Grocery,1.66,2.02,-3.17,2.22,2.64,2.25,28,265,0,0.5,1
SKU10995,Electronics,56.67,92.02,-3.51,82.59,74.91,104.71,27,53,0,1.61,0
SKU10996,Apparel,7.8,11.71,-1.69,10.37,11.53,10.52,30,10,0,2.2,0
SKU10997,Grocery,4.98,6.82,-4.87,6.99,7.19,6.37,28,305,0,2.18,0
SKU10998,Grocery,4.4,6.62,1.8,6.47,8.06,6.09,17,336,0,1.49,0
SKU10999,Household,5.36,7.05,-0.98,8.45,7.52,7.62,76,359,0,0.9,1
SKU11000,Apparel,15.44,24.79,8.7,21.34,20.61,23.92,93,339,0,2.43,1
SKU11001,Grocery,2.1,2.98,6.23,2.74,3.13,3.09,33,233,0,0.44,0
SKU11002,Apparel,8.73,13.31,0.84,12.53,16.93,12.59,27,142,1,0.07,1
SKU11003,Electronics,37.66,52.48,0.98,56.33,50.04,48.9,26,326,0,1.92,0
SKU11004,Apparel,9.93,16.4,7.46,15.49,13.52,13.19,83,218,0,2.24,0
SKU11005,Grocery,5.45,9.52,5.0,7.86,7.9,8.13,65,185,0,0.89,1
SKU11006,PersonalCare,15.32,22.19,-4.18,20.37,20.15,24.46,50,164,0,1.64,0
SKU11007,Grocery,3.5,5.73,2.55,4.64,5.58,4.25,101,316,0,2.33,1
SKU11008,Apparel,13.95,19.53,3.54,18.06,18.73,18.93,64,23,1,0.07,0
SKU11009,Grocery,4.89,6.49,2.66,7.06,7.33,7.14,83,133,0,0.59,1
SKU11010,Apparel,12.1,15.36,5.6,16.03,17.47,17.32,77,302,1,0.08,0
SKU11011,Grocery,4.27,6.84,-0.0,5.93,6.93,5.72,78,139,0,1.48,0
SKU11012,Household,3.42,5.94,-5.31,5.28,5.74,4.91,51,157,0,0.55,0
SKU11013,PersonalCare,4.37,6.06,6.03,6.08,6.7,5.37,62,230,0,1.37,0
SKU11014,Household,3.98,5.84,-2.36,5.77,5.43,5.35,57,231,0,1.34,0
SKU11015,Household,3.37,5.03,-0.04,4.92,5.09,5.97,62,254,0,0.83,0
SKU11016,Electronics,68.66,92.24,2.83,91.53,96.78,81.26,68,30,0,2.18,0
SKU11017,Grocery,3.04,5.24,-3.83,4.19,4.6,4.06,44,323,0,1.81,1
SKU11018,Apparel,28.2,44.3,1.12,42.67,40.07,42.13,76,146,1,0.08,0
SKU11019,PersonalCare,11.74,19.46,-2.56,15.41,17.19,18.48,38,66,1,0.07,0
SKU11020,Household,7.73,11.93,-1.04,12.35,10.82,13.38,59,190,1,0.07,0
SKU11021,Apparel,11.54,17.94,-2.4,17.43,17.38,18.84,56,306,0,2.16,0
SKU11022,Grocery,2.48,4.02,-3.16,3.8,4.48,3.93,30,286,1,0.04,0
SKU11023,Household,2.65,4.71,4.93,3.7,4.6,3.43,32,56,0,2.43,1
SKU11024,Grocery,2.73,4.59,4.28,3.69,3.95,4.65,37,122,0,1.96,0
SKU11025,Grocery,3.07,4.91,2.04,4.63,4.68,4.69,72,328,0,2.03,0
SKU11026,Electronics,33.01,55.29,-0.76,56.49,41.54,43.2,111,246,0,2.25,1
SKU11027,Grocery,2.24,3.3,-3.33,3.46,3.57,3.0,37,50,0,1.04,0
SKU11028,PersonalCare,5.73,10.05,-8.58,7.85,9.35,9.31,87,283,0,1.61,0
SKU11029,Apparel,11.76,15.56,-0.82,14.64,14.93,16.53,28,43,1,0.06,0
SKU11030,Grocery,3.69,5.68,0.15,5.19,4.81,5.42,56,34,0,1.5,1
SKU11031,Electronics,28.63,50.05,2.73,39.71,36.83,35.58,61,281,0,1.62,1
SKU11032,Grocery,8.09,10.24,5.24,10.66,11.78,10.84,82,86,0,2.46,0
SKU11033,Electronics,56.92,75.53,1.27,77.86,76.92,87.24,69,264,0,2.48,0
SKU11034,Apparel,12.91,18.96,1.79,20.73,20.27,18.09,50,336,0,2.04,0
SKU11035,Apparel,9.76,17.03,-1.04,13.29,14.99,11.76,49,347,0,2.48,1
SKU11036,Grocery,2.24,3.2,0.85,3.29,2.87,2.86,87,192,0,1.0,1
SKU11037,Grocery,4.94,7.25,3.58,7.79,6.65,6.84,58,36,0,1.37,0
SKU11038,Electronics,37.08,46.75,-2.26,57.79,52.95,48.72,34,186,0,2.31,1
SKU11039,Grocery,3.55,6.34,1.24,5.46,5.09,4.77,70,120,1,0.07,1
SKU11040,PersonalCare,7.16,11.91,1.72,9.52,11.59,10.2,46,156,0,1.86,0
SKU11041,Electronics,34.92,54.87,-2.3,52.62,54.75,49.88,53,132,1,0.09,1
SKU11042,Electronics,50.01,79.85,-2.97,60.68,88.26,80.87,124,209,0,0.74,0
SKU11043,Apparel,6.01,9.51,6.93,7.83,7.14,9.56,84,20,0,2.44,0
SKU11044,PersonalCare,3.85,6.52,4.68,5.85,7.45,6.03,55,252,0,0.7,0
SKU11045,Household,3.32,4.87,0.1,5.13,5.24,4.39,57,188,0,1.13,0
SKU11046,Electronics,37.06,64.95,1.32,57.57,53.7,54.69,72,152,0,1.39,1
SKU11047,Grocery,2.86,3.86,4.63,4.2,3.84,3.87,159,246,0,2.47,0
SKU11048,PersonalCare,13.06,17.27,-2.52,19.94,20.84,21.84,55,230,0,1.3,1
SKU11049,PersonalCare,4.17,7.13,1.35,5.85,7.14,5.52,67,303,0,2.22,1
SKU11050,Grocery,3.69,5.25,4.87,4.85,5.88,5.17,47,247,0,0.73,1
SKU11051,Household,9.52,13.13,-1.81,14.02,15.65,14.42,33,213,0,1.13,0
SKU11052,PersonalCare,11.07,14.21,2.38,17.8,16.44,15.53,66,99,1,0.06,0
SKU11053,Electronics,54.4,92.25,-6.3,90.19,77.5,69.12,51,281,0,1.15,0
SKU11054,Grocery,4.82,8.23,1.77,7.29,6.59,6.47,63,24,1,0.09,1
SKU11055,Household,17.62,28.35,0.99,22.76,21.69,29.83,80,193,1,0.1,1
SKU11056,Electronics,20.89,35.28,9.1,30.59,30.4,31.02,84,230,1,0.02,1
SKU11057,Apparel,10.62,18.2,2.4,15.19,17.59,15.73,77,32,0,1.44,0
SKU11058,Grocery,2.91,3.56,-0.35,3.99,5.27,4.53,28,101,0,1.79,0
SKU11059,Household,7.63,11.69,3.64,11.19,11.34,11.54,71,101,1,0.04,1
SKU11060,Apparel,10.35,17.35,2.4,14.03,13.11,12.43,78,33,1,0.04,1
SKU11061,Apparel,22.22,38.06,-2.33,31.41,31.93,32.65,30,36,1,0.05,1
SKU11062,Apparel,10.41,16.59,1.56,16.17,16.12,12.9,127,281,0,1.81,0
SKU11063,Apparel,10.26,14.71,9.28,13.47,17.94,16.6,44,86,1,0.08,1
SKU11064,Apparel,16.91,27.6,3.26,26.15,25.59,25.71,104,218,1,0.03,1
SKU11065,Apparel,9.85,16.02,-4.47,13.68,16.62,13.43,117,40,0,2.38,0
SKU11066,Household,4.9,6.39,0.57,7.23,7.79,6.88,38,38,0,1.12,0
SKU11067,Grocery,1.91,2.58,3.09,3.19,2.97,2.37,34,294,1,0.1,1
SKU11068,Grocery,3.23,4.75,1.18,4.44,4.97,3.98,65,303,0,1.2,0
SKU11069,Electronics,69.54,120.9,7.3,99.0,106.5,98.32,57,252,0,1.62,1
SKU11070,Grocery,4.89,6.89,-0.11,7.59,7.08,7.83,55,193,1,0.04,0
SKU11071,Apparel,16.75,24.68,8.15,25.37,24.84,20.71,69,61,0,1.59,0
SKU11072,Grocery,3.61,5.71,-0.87,6.35,5.1,5.27,58,135,0,0.65,0
SKU11073,Apparel,10.66,17.19,1.62,16.5,17.08,15.21,65,72,1,0.03,0
SKU11074,Household,7.49,10.29,6.35,10.89,9.62,10.89,49,86,1,0.04,0
SKU11075,Grocery,1.97,2.45,-4.77,2.65,2.69,3.02,106,311,0,0.86,0
SKU11076,Household,8.39,14.45,-1.94,12.43,13.61,12.94,42,237,0,1.35,1
SKU11077,Grocery,5.36,6.63,3.9,9.25,7.25,7.89,30,328,0,0.72,1
SKU11078,Grocery,1.65,2.92,7.58,2.47,2.55,2.35,64,234,0,0.95,1
SKU11079,Grocery,6.18,8.56,-1.06,8.12,8.82,9.34,58,238,0,0.64,0
SKU11080,PersonalCare,2.22,3.06,3.85,3.14,2.87,3.13,47,136,0,1.9,0
SKU11081,Household,5.52,7.8,-3.01,7.6,8.2,8.54,110,266,0,1.79,0
SKU11082,Household,4.81,5.95,3.76,7.12,8.14,7.1,77,313,0,1.27,1
SKU11083,Grocery,2.47,4.04,7.89,3.51,3.57,3.09,27,330,1,0.03,1
SKU11084,Grocery,2.91,4.64,0.41,4.01,4.67,4.01,26,38,0,2.3,0
SKU11085,Electronics,77.07,100.01,-0.26,102.6,124.71,125.01,128,212,0,1.41,1
SKU11086,Grocery,2.17,2.8,6.78,3.08,2.8,3.1,76,329,1,0.07,1
SKU11087,Grocery,2.25,3.63,4.37,3.38,3.63,3.25,73,7,0,2.37,0
SKU11088,Grocery,2.44,4.29,5.57,3.83,3.43,3.23,94,123,0,1.36,1
SKU11089,Apparel,10.64,14.93,6.3,14.81,17.44,15.19,62,151,0,1.75,1
SKU11090,PersonalCare,4.38,7.35,1.2,6.95,6.3,6.49,55,16,1,0.08,1
SKU11091,Household,4.28,6.5,5.58,5.26,6.8,6.02,55,198,1,0.09,1
SKU11092,Household,8.72,10.92,8.83,14.4,17.7,13.57,53,164,0,1.63,1
SKU11093,Grocery,3.21,3.89,0.12,4.07,4.52,4.29,74,303,0,1.7,0
SKU11094,Grocery,5.31,8.85,5.16,7.27,7.03,8.0,30,284,0,1.06,1
SKU11095,Grocery,5.93,10.11,-0.08,8.47,8.92,8.81,62,186,0,1.52,0
SKU11096,Apparel,6.75,10.23,7.39,9.31,10.8,9.47,27,315,0,0.93,1
SKU11097,Grocery,6.9,10.66,3.85,11.73,12.02,9.37,59,299,0,0.58,0
SKU11098,Apparel,17.13,25.43,-3.54,23.58,29.48,23.95,40,23,0,2.04,0
SKU11099,Grocery,6.02,8.0,2.36,10.18,8.72,8.89,31,359,1,0.07,1
SKU11100,Household,7.47,11.81,-0.49,7.87,10.66,11.18,32,358,0,0.57,1
SKU11101,Apparel,18.22,26.02,4.92,22.15,23.79,32.34,23,62,0,0.75,0
SKU11102,Grocery,4.39,5.73,0.93,6.4,6.0,6.26,77,172,0,0.43,0
SKU11103,PersonalCare,10.68,15.23,1.14,14.03,15.8,16.88,64,106,0,2.18,0
SKU11104,Apparel,10.36,16.17,4.2,13.18,17.16,14.84,78,50,0,2.32,0
SKU11105,Electronics,33.43,40.75,-0.25,46.74,57.65,55.88,30,125,0,1.43,1
SKU11106,Household,6.96,12.37,-9.27,9.61,9.42,10.38,54,270,0,2.01,1
SKU11107,Grocery,6.27,9.13,-0.57,8.55,8.73,8.62,34,260,0,0.62,0
SKU11108,Electronics,87.22,130.18,-0.79,119.77,131.22,129.05,65,28,1,0.03,0
SKU11109,Grocery,2.07,3.09,7.6,2.99,3.2,3.42,53,294,0,1.61,0
SKU11110,PersonalCare,7.47,9.94,-4.93,11.27,11.7,10.33,139,298,0,1.04,0
SKU11111,PersonalCare,5.8,8.64,8.62,8.93,7.45,8.37,38,245,1,0.05,0
SKU11112,Household,7.06,10.11,2.14,10.19,9.3,11.6,68,352,0,2.32,0
SKU11113,Apparel,17.5,24.43,3.2,22.56,28.39,24.93,35,8,0,0.99,0
SKU11114,Apparel,31.73,49.95,0.89,42.55,52.94,40.2,48,40,0,2.01,0
SKU11115,Grocery,4.49,7.09,0.83,6.18,6.24,6.03,65,26,1,0.05,1
SKU11116,Grocery,2.81,4.16,-0.75,4.29,4.2,3.85,35,333,1,0.05,1
SKU11117,Household,5.95,10.21,9.58,7.85,9.57,8.33,112,279,1,0.04,1
SKU11118,Household,9.91,15.03,-1.24,15.44,15.18,15.08,71,350,0,1.16,0
SKU11119,Apparel,15.57,26.14,3.37,20.07,20.94,21.3,59,228,1,0.09,1
SKU11120,Apparel,23.07,35.04,2.32,33.51,35.05,32.86,68,229,0,0.87,0
SKU11121,Grocery,6.51,9.58,1.67,9.13,8.63,8.45,67,279,1,0.04,1
SKU11122,PersonalCare,6.67,11.15,5.5,10.16,10.37,9.31,141,56,0,0.55,1
SKU11123,Grocery,4.57,6.98,3.71,7.16,6.56,6.98,21,127,0,1.08,0
SKU11124,Grocery,7.39,13.01,-5.45,10.53,10.16,12.46,23,289,1,0.09,0
SKU11125,Grocery,6.25,10.24,-5.12,8.65,9.3,7.31,121,199,1,0.02,0
SKU11126,Household,5.31,9.15,-0.51,8.2,7.33,6.72,90,91,0,0.52,0
SKU11127,PersonalCare,3.14,5.04,7.12,4.3,4.15,4.74,70,232,0,1.84,1
SKU11128,Electronics,24.27,38.97,9.14,35.88,38.11,33.04,18,137,0,1.12,0
SKU11129,Household,3.62,5.19,0.1,5.3,5.0,4.54,36,83,0,1.19,0
SKU11130,PersonalCare,7.12,12.0,1.78,9.92,12.0,9.45,57,104,0,0.76,1
SKU11131,PersonalCare,3.4,5.9,-2.96,4.64,5.63,5.3,68,311,0,1.48,0
SKU11132,Electronics,60.92,85.07,2.87,93.92,98.04,90.33,46,105,0,0.6,0
SKU11133,Apparel,9.64,12.23,2.76,14.32,12.44,13.89,51,103,1,0.06,1
SKU11134,PersonalCare,9.18,11.14,-0.97,12.19,14.42,13.44,34,119,0,2.44,0
SKU11135,Grocery,4.63,6.01,1.09,6.04,6.27,7.95,40,191,0,1.15,0
SKU11136,Electronics,48.05,68.12,3.48,75.68,78.67,69.22,72,352,0,0.89,0
SKU11137,Apparel,17.05,21.87,8.38,28.87,22.77,24.38,103,300,0,2.04,1
SKU11138,Household,4.45,6.11,9.24,6.38,6.41,6.45,71,267,1,0.06,0
SKU11139,Grocery,1.14,1.8,11.92,1.63,1.81,1.85,64,98,0,1.14,0
SKU11140,Grocery,2.7,3.44,-0.93,4.18,3.8,3.65,44,158,0,1.68,1
SKU11141,PersonalCare,7.21,10.93,-7.33,9.95,10.25,11.18,28,72,0,2.48,0
SKU11142,PersonalCare,3.28,5.65,1.93,4.28,4.92,5.02,80,35,0,0.67,1
SKU11143,Grocery,4.61,5.99,-3.02,7.06,6.71,6.51,49,146,1,0.06,0
SKU11144,Apparel,17.99,21.7,3.59,25.63,27.28,26.74,59,30,1,0.05,1
SKU11145,Apparel,14.49,23.28,0.16,23.27,21.91,19.61,14,39,0,2.23,0
SKU11146,Household,8.82,10.77,-1.41,12.98,11.49,13.79,48,46,0,1.94,0
SKU11147,Household,7.52,12.2,1.33,11.59,14.13,10.7,55,213,0,1.25,0
SKU11148,Grocery,3.66,5.78,5.65,5.03,6.08,4.93,59,290,1,0.08,1
SKU11149,Apparel,7.74,9.57,3.07,11.71,12.06,12.31,32,24,0,1.98,0
SKU11150,Household,12.58,20.42,1.5,17.64,17.37,18.15,52,342,0,0.91,1
SKU11151,Apparel,15.98,26.16,-1.78,24.96,26.09,22.24,44,235,0,1.84,0
SKU11152,Apparel,17.44,26.33,-2.96,28.4,24.66,22.69,46,324,1,0.07,0
SKU11153,PersonalCare,4.18,7.52,3.03,5.99,6.24,5.81,14,233,0,0.6,1
SKU11154,Apparel,7.0,9.21,-0.08,9.96,10.15,10.68,41,64,1,0.05,1
SKU11155,Grocery,5.96,10.07,-2.38,7.48,9.01,8.21,51,13,0,1.15,1
SKU11156,Grocery,1.76,2.8,3.73,2.95,3.09,2.35,57,324,0,1.65,0
SKU11157,Electronics,37.83,46.71,1.53,64.5,53.85,56.45,43,312,1,0.09,1
SKU11158,Grocery,3.25,5.47,0.41,5.21,5.5,4.56,27,272,1,0.04,0
SKU11159,Household,8.74,13.42,7.87,11.48,13.59,15.28,43,156,1,0.02,0
SKU11160,Grocery,3.96,5.35,-1.07,5.71,5.39,4.93,30,165,1,0.1,0
SKU11161,Grocery,3.39,5.98,5.42,4.59,6.32,5.04,31,102,0,0.92,0
SKU11162,Grocery,1.79,2.83,2.12,2.63,2.86,2.96,68,260,0,2.0,1
SKU11163,Grocery,3.02,4.35,3.34,4.25,3.87,4.21,60,256,0,0.76,1
SKU11164,Grocery,3.28,5.5,1.98,4.66,4.7,4.1,62,248,0,2.21,0
SKU11165,PersonalCare,7.46,11.41,5.46,9.1,10.14,10.38,88,126,0,0.79,0
SKU11166,Grocery,3.8,6.15,7.7,5.48,5.18,4.93,88,209,0,2.15,1
SKU11167,PersonalCare,9.77,17.0,-3.69,15.22,13.36,13.22,36,88,1,0.07,0
SKU11168,Grocery,4.99,8.78,6.41,6.98,7.43,7.29,71,203,0,1.42,1
SKU11169,Electronics,24.74,31.75,0.47,32.97,37.28,32.61,68,72,0,1.42,0
SKU11170,Household,8.05,12.49,3.01,10.82,12.83,13.02,23,218,0,2.22,0
SKU11171,Electronics,53.62,76.78,2.75,73.79,79.91,84.26,76,25,1,0.07,0
